122.274356,"FMSInfo",null,0,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,null,null,null,null,null,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
137.082753,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,null,null,null,null,null,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.542988,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.5800000000000005;2.5799999999999876;0.5800000000000003],1.5800000000000005,2.5799999999999876,0.5800000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.562128,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.5900000000000005;2.5799999999999876;0.5800000000000003],1.5900000000000005,2.5799999999999876,0.5800000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.582605,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.5900000000000005;2.5899999999999874;0.5800000000000003],1.5900000000000005,2.5899999999999874,0.5800000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.60236,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.5900000000000005;2.5899999999999874;0.5900000000000003],1.5900000000000005,2.5899999999999874,0.5900000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.622883,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6000000000000005;2.5899999999999874;0.5900000000000003],1.6000000000000005,2.5899999999999874,0.5900000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.643865,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6000000000000005;2.599999999999987;0.5900000000000003],1.6000000000000005,2.599999999999987,0.5900000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.663873,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6000000000000005;2.599999999999987;0.6000000000000003],1.6000000000000005,2.599999999999987,0.6000000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.681989,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6100000000000005;2.599999999999987;0.6000000000000003],1.6100000000000005,2.599999999999987,0.6000000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.702877,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6100000000000005;2.609999999999987;0.6000000000000003],1.6100000000000005,2.609999999999987,0.6000000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.722227,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6100000000000005;2.609999999999987;0.6100000000000003],1.6100000000000005,2.609999999999987,0.6100000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.743268,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6200000000000006;2.609999999999987;0.6100000000000003],1.6200000000000006,2.609999999999987,0.6100000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.763254,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6200000000000006;2.619999999999987;0.6100000000000003],1.6200000000000006,2.619999999999987,0.6100000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.7831,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6200000000000006;2.619999999999987;0.6200000000000003],1.6200000000000006,2.619999999999987,0.6200000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.80307,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6300000000000006;2.619999999999987;0.6200000000000003],1.6300000000000006,2.619999999999987,0.6200000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.823193,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6300000000000006;2.6299999999999866;0.6200000000000003],1.6300000000000006,2.6299999999999866,0.6200000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.843268,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6300000000000006;2.6299999999999866;0.6300000000000003],1.6300000000000006,2.6299999999999866,0.6300000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.863255,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6400000000000006;2.6299999999999866;0.6300000000000003],1.6400000000000006,2.6299999999999866,0.6300000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.882544,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6400000000000006;2.6399999999999864;0.6300000000000003],1.6400000000000006,2.6399999999999864,0.6300000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.90371,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6400000000000006;2.6399999999999864;0.6400000000000003],1.6400000000000006,2.6399999999999864,0.6400000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.923545,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6500000000000006;2.6399999999999864;0.6400000000000003],1.6500000000000006,2.6399999999999864,0.6400000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.942849,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6500000000000006;2.649999999999986;0.6400000000000003],1.6500000000000006,2.649999999999986,0.6400000000000003,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.96394,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6500000000000006;2.649999999999986;0.6500000000000004],1.6500000000000006,2.649999999999986,0.6500000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
140.983033,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6600000000000006;2.649999999999986;0.6500000000000004],1.6600000000000006,2.649999999999986,0.6500000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.003376,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6600000000000006;2.659999999999986;0.6500000000000004],1.6600000000000006,2.659999999999986,0.6500000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.022837,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6600000000000006;2.659999999999986;0.6600000000000004],1.6600000000000006,2.659999999999986,0.6600000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.041968,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6700000000000006;2.659999999999986;0.6600000000000004],1.6700000000000006,2.659999999999986,0.6600000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.062239,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6700000000000006;2.6699999999999857;0.6600000000000004],1.6700000000000006,2.6699999999999857,0.6600000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.083012,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6700000000000006;2.6699999999999857;0.6700000000000004],1.6700000000000006,2.6699999999999857,0.6700000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.102635,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6800000000000006;2.6699999999999857;0.6700000000000004],1.6800000000000006,2.6699999999999857,0.6700000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.122215,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6800000000000006;2.6799999999999855;0.6700000000000004],1.6800000000000006,2.6799999999999855,0.6700000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.14228,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6800000000000006;2.6799999999999855;0.6800000000000004],1.6800000000000006,2.6799999999999855,0.6800000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.162386,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6900000000000006;2.6799999999999855;0.6800000000000004],1.6900000000000006,2.6799999999999855,0.6800000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.18305,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6900000000000006;2.6899999999999853;0.6800000000000004],1.6900000000000006,2.6899999999999853,0.6800000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.203425,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.6900000000000006;2.6899999999999853;0.6900000000000004],1.6900000000000006,2.6899999999999853,0.6900000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.222814,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7000000000000006;2.6899999999999853;0.6900000000000004],1.7000000000000006,2.6899999999999853,0.6900000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.242552,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7000000000000006;2.699999999999985;0.6900000000000004],1.7000000000000006,2.699999999999985,0.6900000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.263574,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7000000000000006;2.699999999999985;0.7000000000000004],1.7000000000000006,2.699999999999985,0.7000000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.282666,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7100000000000006;2.699999999999985;0.7000000000000004],1.7100000000000006,2.699999999999985,0.7000000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.303086,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7100000000000006;2.709999999999985;0.7000000000000004],1.7100000000000006,2.709999999999985,0.7000000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.322984,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7100000000000006;2.709999999999985;0.7100000000000004],1.7100000000000006,2.709999999999985,0.7100000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.342382,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7200000000000006;2.709999999999985;0.7100000000000004],1.7200000000000006,2.709999999999985,0.7100000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.362251,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7200000000000006;2.7199999999999847;0.7100000000000004],1.7200000000000006,2.7199999999999847,0.7100000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.382488,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7200000000000006;2.7199999999999847;0.7200000000000004],1.7200000000000006,2.7199999999999847,0.7200000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.402987,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7300000000000006;2.7199999999999847;0.7200000000000004],1.7300000000000006,2.7199999999999847,0.7200000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.422956,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7300000000000006;2.7299999999999844;0.7200000000000004],1.7300000000000006,2.7299999999999844,0.7200000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.442472,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7300000000000006;2.7299999999999844;0.7300000000000004],1.7300000000000006,2.7299999999999844,0.7300000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.463117,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7400000000000007;2.7299999999999844;0.7300000000000004],1.7400000000000007,2.7299999999999844,0.7300000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.482448,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7400000000000007;2.7399999999999842;0.7300000000000004],1.7400000000000007,2.7399999999999842,0.7300000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.503581,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7400000000000007;2.7399999999999842;0.7400000000000004],1.7400000000000007,2.7399999999999842,0.7400000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.522572,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7500000000000007;2.7399999999999842;0.7400000000000004],1.7500000000000007,2.7399999999999842,0.7400000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.542941,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7500000000000007;2.749999999999984;0.7400000000000004],1.7500000000000007,2.749999999999984,0.7400000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.56306,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7500000000000007;2.749999999999984;0.7500000000000004],1.7500000000000007,2.749999999999984,0.7500000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.582784,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7600000000000007;2.749999999999984;0.7500000000000004],1.7600000000000007,2.749999999999984,0.7500000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.603046,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7600000000000007;2.759999999999984;0.7500000000000004],1.7600000000000007,2.759999999999984,0.7500000000000004,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.623726,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7600000000000007;2.759999999999984;0.7600000000000005],1.7600000000000007,2.759999999999984,0.7600000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.642454,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7700000000000007;2.759999999999984;0.7600000000000005],1.7700000000000007,2.759999999999984,0.7600000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.663624,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7700000000000007;2.7699999999999836;0.7600000000000005],1.7700000000000007,2.7699999999999836,0.7600000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.682429,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7700000000000007;2.7699999999999836;0.7700000000000005],1.7700000000000007,2.7699999999999836,0.7700000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.702959,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7800000000000007;2.7699999999999836;0.7700000000000005],1.7800000000000007,2.7699999999999836,0.7700000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.72247,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7800000000000007;2.7799999999999834;0.7700000000000005],1.7800000000000007,2.7799999999999834,0.7700000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.742672,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7800000000000007;2.7799999999999834;0.7800000000000005],1.7800000000000007,2.7799999999999834,0.7800000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.7627,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7900000000000007;2.7799999999999834;0.7800000000000005],1.7900000000000007,2.7799999999999834,0.7800000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.782539,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7900000000000007;2.789999999999983;0.7800000000000005],1.7900000000000007,2.789999999999983,0.7800000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.803201,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.7900000000000007;2.789999999999983;0.7900000000000005],1.7900000000000007,2.789999999999983,0.7900000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.822483,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.8000000000000007;2.789999999999983;0.7900000000000005],1.8000000000000007,2.789999999999983,0.7900000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.842288,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.8000000000000007;2.799999999999983;0.7900000000000005],1.8000000000000007,2.799999999999983,0.7900000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.862976,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.8000000000000007;2.799999999999983;0.8000000000000005],1.8000000000000007,2.799999999999983,0.8000000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.882238,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.8100000000000007;2.799999999999983;0.8000000000000005],1.8100000000000007,2.799999999999983,0.8000000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.90283,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.8100000000000007;2.8099999999999827;0.8000000000000005],1.8100000000000007,2.8099999999999827,0.8000000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.923535,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.8100000000000007;2.8099999999999827;0.8100000000000005],1.8100000000000007,2.8099999999999827,0.8100000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.942189,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.8200000000000007;2.8099999999999827;0.8100000000000005],1.8200000000000007,2.8099999999999827,0.8100000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.963367,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.8200000000000007;2.8199999999999825;0.8100000000000005],1.8200000000000007,2.8199999999999825,0.8100000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
141.983174,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.8200000000000007;2.8199999999999825;0.8200000000000005],1.8200000000000007,2.8199999999999825,0.8200000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
142.002495,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.8300000000000007;2.8199999999999825;0.8200000000000005],1.8300000000000007,2.8199999999999825,0.8200000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
142.023594,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.8300000000000007;2.8299999999999823;0.8200000000000005],1.8300000000000007,2.8299999999999823,0.8200000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
142.042712,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.8300000000000007;2.8299999999999823;0.8300000000000005],1.8300000000000007,2.8299999999999823,0.8300000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
142.062106,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.8400000000000007;2.8299999999999823;0.8300000000000005],1.8400000000000007,2.8299999999999823,0.8300000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
142.08204,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.8400000000000007;2.839999999999982;0.8300000000000005],1.8400000000000007,2.839999999999982,0.8300000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
142.103394,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.8400000000000007;2.839999999999982;0.8400000000000005],1.8400000000000007,2.839999999999982,0.8400000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
142.122921,"FMSInfo",null,33,null,true,null,null,null,null,null,"RobotPreferences",null,null,null,null,false,null,null,null,"Command",null,null,null,0,0,"TestBed1",1500,1500,[1.8500000000000008;2.839999999999982;0.8400000000000005],1.8500000000000008,2.839999999999982,0.8400000000000005,3,null,null,null,"Command",null,null,null,null,null,null,"Command",null,null,null
